metric_id	metric	pillar	capacity	indicator	score	attribute
JEE3.R.3.1.4	JEE (3.0)	Respond	R.3 Health Services Provision	R.3.1. Case management	4	National clinical case management guidelines for priority health events are developed and being implemented at national and intermediate levels
JEE3.R.3.1.5	JEE (3.0)	Respond	R.3 Health Services Provision	R.3.1. Case management	5	"National clinical case management guidelines for priority health events are implemented at all levels and are exercised (as applicable), reviewed, evaluated and updated on regular basis"
JEE3.R3.2.1	JEE (3.0)	Respond	R.3 Health Services Provision	R3.2. Utilization of health services	1	Very low levels of service utilization (number of outpatient department visits are < 1.0 visit/person/year in both urban and rural areas)
JEE3.R3.2.2	JEE (3.0)	Respond	R.3 Health Services Provision	R3.2. Utilization of health services	2	"Low levels of service utilization (number of outpatient department visits are 1.0 ‚â• X < 2.0 visits/person/year, in both urban and rural areas)"
JEE3.R3.2.3	JEE (3.0)	Respond	R.3 Health Services Provision	R3.2. Utilization of health services	3	"Satisfactory levels of service utilization in tertiary health care facilities at the national level (number of outpatient department visits are ‚â• 2.0 visits/ person/year, in both urban and rural areas)"
JEE3.R3.2.4	JEE (3.0)	Respond	R.3 Health Services Provision	R3.2. Utilization of health services	4	"Strong levels of service utilization at all tertiary and secondary health care facilities at intermediate and national levels and geographical contexts (number of outpatient department visits are ‚â• 3.0 visits/person/year, in both urban and rural areas)"
JEE3.R3.2.5	JEE (3.0)	Respond	R.3 Health Services Provision	R3.2. Utilization of health services	5	"Strong levels of service utilization at all tertiary, secondary and primary health care facilities at national, intermediate and primary public health level and geographical contexts (number of outpatient department visits are ‚â• 3.0 visits/person/year, in both urban and rural areas) and information on service utilization is reviewed, evaluated and updated on a regular basis to inform policy and planning"
JEE3.R3.3.1	JEE (3.0)	Respond	R.3 Health Services Provision	R3.3. Continuity of essential health services (EHS)	1	A package of EHS is not defined and there are no plans or guidelines for continuity EHS during emergency
JEE3.R3.3.2	JEE (3.0)	Respond	R.3 Health Services Provision	R3.3. Continuity of essential health services (EHS)	2	A package of EHS is defined but plans/guidelines on continuity of EHS in emergencies is not developed
JEE3.R3.3.3	JEE (3.0)	Respond	R.3 Health Services Provision	R3.3. Continuity of essential health services (EHS)	3	A package of EHS and plans/guidelines on continuity of EHS in emergencies are developed and mechanism for monitoring service continuity during emergency are in place at the national level
JEE3.R3.3.4	JEE (3.0)	Respond	R.3 Health Services Provision	R3.3. Continuity of essential health services (EHS)	4	A package of EHS and plans/guidelines on continuity of EHS in emergencies are developed and mechanism for monitoring service continuity during emergency are in place at national and intermediate levels
JEE3.R3.3.5	JEE (3.0)	Respond	R.3 Health Services Provision	R3.3. Continuity of essential health services (EHS)	5	"A package of EHS, plans/guidelines on continuity of EHS in emergencies, and mechanisms for monitoring service continuity based on existing guidelines are defined and functional at national, intermediate and primary public health levels and exercised, reviewed, evaluated and updated, with improvements based on simulation exercises and lessons learned from real-world events, e.g., IARs or AARs"
JEE3.R4.1.1	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.1. IPC programmes	1	An active national IPC programme or operational plan according to the WHO minimum requirements is not available or is under development
JEE3.R4.1.2	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.1. IPC programmes	2	An active national IPC programme or operational plan according to WHO minimum requirements exists but is not fully implemented. National IPC guidelines/standards exist but are not fully implemented
JEE3.R4.1.3	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.1. IPC programmes	3	"An active national IPC programme exists, and a national IPC operational plan according to the WHO minimum requirements is available including role of IPC in outbreaks and pandemic. National guidelines/standards for IPC in health care are available and disseminated. Selected health facilities are implementing guidelines using multimodal strategies, including health workers‚Äô training and monitoring and feedback"
JEE3.R4.1.4	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.1. IPC programmes	4	"An active national IPC programme is available according to WHO IPC core components guidelines and is leading implementation of the national IPC operational plan and guidelines nationwide using multimodal strategies, including health workers‚Äô training and monitoring and feedback in place. National IPC programme is actively engaged in health care outbreaks and pandemic planning. More than 75% of health care facilities meet WHO minimum requirements for IPC programmes, guidelines, training, and monitoring/feedback"
JEE3.R4.1.5	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.1. IPC programmes	5	"IPC programmes are in place and functioning at national and health facility levels according to the WHO IPC core components and their compliance and effectiveness are exercised (as applicable), reviewed, evaluated and published or available. Plans and guidance are regularly updated in response to monitoring and feedback. National, intermediate and local IPC programmes actively coordinate and are engaged in health care outbreaks and pandemic planning"
JEE3.R4.2.1	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.2. HCAI surveillance	1	"No national HCAI surveillance programme or national strategic plan for HCAIs surveillance, including pathogens that are antimicrobial resistant and/ or prone to outbreaks is available or under development"
JEE3.R4.2.2	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.2. HCAI surveillance	2	A national strategic plan for HCAIs surveillance (including pathogens that are antimicrobial resistant and/or prone to outbreaks) is available but not implemented
JEE3.R4.2.3	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.2. HCAI surveillance	3	"A national strategic plan for HCAIs surveillance (including pathogens that are antimicrobial resistant and/or prone to outbreaks) is available and implemented through a national programme and system for data collection, analysis and feedback. Selected secondary and tertiary health care facilities are conducting HCAIs surveillance (as specified above) and provide timely and regular feedback to senior management and health workers"
JEE3.R4.2.4	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.2. HCAI surveillance	4	A national strategic plan for HCAIs surveillance (including pathogens that are antimicrobial resistant and/or prone to outbreaks) is available and implemented nationwide in all secondary and tertiary health care facilities through a national system according to the WHO recommendations on IPC core components. Regular reports are available for providing feedback
JEE3.R4.2.5	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.2. HCAI surveillance	5	"A national strategic plan for HCAIs surveillance (including pathogens that are antimicrobial resistant and/or prone to outbreaks) are available and implemented nationwide in all secondary and tertiary health care facilities through a national programme and system according to the WHO recommendations on IPC core components. Data are shared and being used continuously and in a timely manner to inform prevention efforts. The quality and impact of the system are regularly evaluated, and improvement actions are taken accordingly"
JEE3.R4.3.1	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.3. Safe environment in health facilities	1	"National standards and resources for safe built environment e.g., WASH, screening, isolation areas and sterilization services in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and for optimization of staffing levels in health care facilities are not available or under development"
JEE3.R4.3.2	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.3. Safe environment in health facilities	2	"National standards and resources for a safe built environment e.g., WASH, screening, isolation areas and sterilization services in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and optimization of staffing levels in health care facilities, according to WHO minimum requirements, exist but they are not fully implemented through a national plan"
JEE3.R4.3.3	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.3. Safe environment in health facilities	3	"National standards and resources for safe built environment, e.g., WASH, screening, isolation areas and sterilization services in health care facilities, including appropriate infrastructure, materials and equipment fort IPC; as well as standards for reduction of overcrowding and optimization of staffing levels in health care facilities, according to WHO minimum requirements, exist and are implemented in selected health care facilities at a national level according to a national plan"
JEE3.R4.3.4	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.3. Safe environment in health facilities	4	"National standards and resources for safe built environment, e.g., WASH, screening, isolation areas and sterilization services in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and optimization of staffing levels in health care facilities, according to WHO minimum requirements, are implemented at national and intermediate levels according to a national plan"
JEE3.R4.3.5	JEE (3.0)	Respond	R.4 Infection Prevention and Control	R4.3. Safe environment in health facilities	5	"National standards and resources for safe built environment, e.g., WASH, screening, isolation areas and sterilization services in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and for optimization of staffing levels in health care facilities, according to WHO minimum requirements, are implemented at national and intermediate levels according to a national plan, and are regularly exercised (as applicable) and monitored and improvement actions are taken accordingly"
JEE3.R5.1.1	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.1. RCCE system for emergencies	1	"Mechanisms for RCCE functions and resources including relevant aspects of infodemic management, behavioural and cultural insights, are under development; implementation and coordination of RCCE activities are conducted on an ad hoc basis"
JEE3.R5.1.2	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.1. RCCE system for emergencies	2	"Mechanisms RCCE functions and resources including relevant aspects of infodemic management, behavioural and cultural insights, are in place and coordination of activities are conducted on a regular basis"
JEE3.R5.1.3	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.1. RCCE system for emergencies	3	"National RCCE functions are established and being implemented, as well as relevant aspects of infodemic management, behavioural and cultural insights. There is dedicated but insufficient human and financial resources; and multisectoral coordination with multiple technical areas is occurring but limited"
JEE3.R5.1.4	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.1. RCCE system for emergencies	4	"National RCCE systems are fully operational; and there is harmonized coordination among all key technical areas. RCCE has adequate number of skilled and/or trained personnel and volunteers, and adequate financial resources. The national multihazard, multisectoral RCCE plans are reviewed at least every 24 months. RCCE has arrangements in place for scale up as evidenced by a SimEx or tested during a real health emergency. Evidence and data gathered from review of RCCE activities are used for measurement, evaluation, learning and continuous improvement on RCCE interventions"
JEE3.R5.1.5	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.1. RCCE system for emergencies	5	"RCCE systems and resources are operational across all levels and relevant sectors, including community-led readiness and response interventions; RCCE systems and resources are fully integrated into emergency response systems. The national level collaborates with and supports intermediate and community levels to use national and local socio-behavioural and epidemiologic data for tailored local risk communication for communities. Evidence and data gathered are systematically used for measurement, evaluation, learning and continuous improvement of RCCE interventions"
JEE3.R5.2.1	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.2. Risk communication	1	"Mechanisms for public communication, including relevant aspects of infodemic management, are under development or implemented on an ad hoc basis by non-specialist professionals with a near-exclusive focus on conventional media"
JEE3.R5.2.2	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.2. Risk communication	2	"Mechanisms for public communication, including infodemic management, are developed but not fully implemented with significant gaps by specialists with minimal online and social media presence"
JEE3.R5.2.3	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.2. Risk communication	3	"Risk communication plans, policies and procedures for response and coordination are in place. Risk communication function is included in the emergency response structure and appointed spokespersons are trained in risk communication. Infodemics management and insights analysis are functioning in a routine manner. There is some analysis of target audiences based on language, trusted information resources and preferred communication channels to inform risk communication interventions"
JEE3.R5.2.4	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.2. Risk communication	4	"There is planned communication with ongoing proactive outreach through a variety of channels (e.g., hotline, complaint systems, social listening); online and offline media are monitored daily for feedback, and insights and data are used to adjust and improve risk communication strategies. There is strong infodemic management using search mechanisms for online or/and offline sources to shape messages and strategies. There is coordination of risk communication strategies and messages across sectors and levels of government"
JEE3.R5.2.5	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.2. Risk communication	5	"Risk communication activities are implemented through a whole-of- government approach, with the involvement of all actors including international and national partners, media and influencers.Communication is conducted through online and offline channels in a timely, accessible and understandable way. Evidence and data gathered through measurement and evaluation are used systematically for continuous learning and improvement of RCCE interventions"
JEE3.R5.3.1	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.3. Community engagement	1	"Mechanisms for community engagement in public health emergencies, including guidelines and/or SOPs, are in development. Community engagement activities are largely one-way information sharing activities and limited to disease control programmes ‚Äì such as maternal and child health, malaria, tuberculosis, HIV/AIDS, polio, neglected tropical diseases. Community engagement efforts are not systematically linked to the emergency response"
JEE3.R5.3.2	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.3. Community engagement	2	"Mechanisms for systematic community engagement in public health emergencies, including guidelines and/or SOPs, have been developed. Community engagement activities involve some community participation, including consulting and gathering their feedback on decisions and actions"
JEE3.R5.3.3	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.3. Community engagement	3	"Communities are actively involved in emergency response and co-design emergency response initiatives. Stakeholders, such as community leaders, faith-based organizations and civil society are mapped and but only engaged on ad hoc basis. Formal or informal community feedback mechanisms, such as hotlines and social-behavioural research, are established and used to inform emergency responses. Community engagement coordination mechanisms exist at national and intermediate and community levels"
JEE3.R5.3.4	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.3. Community engagement	4	"Communities are actively involved in emergency response and co-design emergency response initiatives. Stakeholders, such as community leaders, faith-based organizations, and civil society are mapped and systematically engaged. Emergency responders are trained and surge capacity mechanisms for community engagement are in place and operational. Collection and analysis of community feedback and socio-behavioural data at national, intermediate and primary public health response level is conducted on an ad hoc basis"
JEE3.R5.3.5	JEE (3.0)	Respond	R.5 Risk Communication and Community Engagement	R5.3. Community engagement	5	"Communities are active partners in emergency response and participate in planning, design and implementation of interventions. There is systematic collection and analysis of community feedback, socio-behavioural and infodemics insights data at national, intermediate and primary public health response level. Evidence gathered from data analysis are used systematically for continuous improvement of community engagement response to health emergencies"
JEE3.PoE1.1	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	"PoE1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	1	A strategic risk assessment for the designation of individual PoEs as an integral part of a national risk assessment has not been completed
JEE3.PoE1.2	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	"PoE1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	2	Some designated PoEs are implementing some of the routine core capacities based on a completed associated strategic risk assessment
JEE3.PoE1.3	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	"PoE1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	3	"Some designated PoEs are implementing all the routine core capacities and these designated PoE are integrated into the national surveillance system for biological hazards/all hazards (e.g., event-based and early warning surveillance)"
JEE3.PoE1.4	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	"PoE1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	4	All designated PoEs are implementing routine core capacities with an all- hazard and multisectoral approach integrated into the national surveillance system. Other non-designated PoEs are integrated into the national surveillance system
JEE3.PoE1.5	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	"PoE1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	5	"Routine core capacities implemented at all designated PoEs are exercised, reviewed, evaluated, updated and actions are taken to improve capacity on a regular basis"
JEE3.PoE2.1	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE2. Public health response at PoEs	1	PoEs designated based on a strategic risk assessment are in the process of developing a PoE multisectoral public health emergency contingency plan
JEE3.PoE2.2	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE2. Public health response at PoEs	2	Some designated PoEs have developed a PoE multisectoral public health emergency contingency plan for events caused by biological hazards
JEE3.PoE2.3	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE2. Public health response at PoEs	3	All designated PoEs have developed PoE multisectoral public health emergency contingency plans for events caused by biological hazards and are integrated into national surveillance systems and emergency response plans. Other non-designated PoEs are integrated into the national surveillance system
JEE3.PoE2.4	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE2. Public health response at PoEs	4	All designated PoEs have developed PoE multisectoral public health emergency contingency plans for events caused by all hazards and integrated into national emergency response plans. Contingency planning is conducted at some non-designated PoEs
JEE3.PoE2.5	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE2. Public health response at PoEs	5	"All PoE public health emergency contingency plans for events caused by all hazards all designated PoEs are exercised, reviewed, evaluated and updated on a regular basis. Some non-designated PoEs have developed PoE multisectoral public health emergency contingency plans for events caused by all hazards and are integrated into national emergency response plans"
JEE3.PoE3.1	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE3. Risk-based approach to international travel-related measures	1	"National multisectoral mechanism to conduct risk-based approaches for strategic planning for international travel-related measures, including prevention, detection/investigation, response and recovery, is under development"
JEE3.PoE3.2	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE3. Risk-based approach to international travel-related measures	2	A national multisectoral strategy for international travel related measures is developed based on a risk-based approach with identified and assigned responsibilities
JEE3.PoE3.3	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE3. Risk-based approach to international travel-related measures	3	Guidelines and SOPs are developed to facilitate the implementation of the strategy for international travel-related measures. Country has capacities/ arrangements are in place to calibrate and implement the national multisectoral strategy for international travel-related measures
JEE3.PoE3.4	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE3. Risk-based approach to international travel-related measures	4	"Country has capacities/arrangements are in place to implement, adjust and adapt international travel related measures that are commensurate to the risks and to implement the national multisectoral strategy for international travel-related measures"
JEE3.PoE3.5	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	PoE: Points of Entry and Border Health	PoE3. Risk-based approach to international travel-related measures	5	"Country has conducted at least one review, exercise or evaluation (either through an actual event or an exercise) at national and/or intermediate levels to test the national multisectoral strategy for international travel-related measures, and updated accordingly"
JEE3.CE1.1	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE1. Mechanisms established and functioning for detecting and responding to chemical events or emergencies	1	No mechanism in place
JEE3.CE1.2	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE1. Mechanisms established and functioning for detecting and responding to chemical events or emergencies	2	"Guidelines or manuals on surveillance, assessment and management of chemical events, intoxication and poisoning are available"
JEE3.CE1.3	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE1. Mechanisms established and functioning for detecting and responding to chemical events or emergencies	3	"Surveillance is in place for chemical events, intoxication and poisonings with laboratory capacity or access to laboratory capacity to confirm priority chemical events"
JEE3.CE1.4	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE1. Mechanisms established and functioning for detecting and responding to chemical events or emergencies	4	"Timely and systematic information exchange between appropriate chemical units, surveillance units and other relevant sectors about acute chemical events and potential chemical risks and their response"
JEE3.CE1.5	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE1. Mechanisms established and functioning for detecting and responding to chemical events or emergencies	5	"Adequately resourced poison centre(s) are in place and the country has a demonstrated ability to respond to chemical emergencies at national, intermediate and primary public health levels"
JEE3.CE2.1	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE2. Enabling environment in place for management of chemical events	1	"National policies, plans or legislation for chemical event surveillance, alert and response do not exist"
JEE3.CE2.2	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE2. Enabling environment in place for management of chemical events	2	"National policies, plans or legislation for chemical event surveillance, alert and response exist"
JEE3.CE2.3	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE2. Enabling environment in place for management of chemical events	3	A chemical event response plan is in place that defines roles and responsibilities of relevant agencies and considers all major hazard sites and facilities
JEE3.CE2.4	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE2. Enabling environment in place for management of chemical events	4	Functional mechanisms for multisectoral coordination and collaboration to manage chemical events are in place including involvement in international chemical/toxicological networks
JEE3.CE2.5	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	CE: Chemical Events	CE2. Enabling environment in place for management of chemical events	5	A chemical event response plan has been tested through occurrence of a real event or through SimEx and is updated as needed
JEE3.RE1.1	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE1. Mechanisms established and functioning for detecting and responding to radiological and nuclear emergencies	1	"National policies, strategies or plans for the detection, assessment and response to radiation emergencies are not established"
JEE3.RE1.2	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE1. Mechanisms established and functioning for detecting and responding to radiological and nuclear emergencies	2	"National policies, strategies or plans for the detection, assessment, and response to radiation emergencies are established and radiation monitoring mechanisms exist for radiation emergencies that may constitute a PHEIC"
JEE3.RE1.3	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE1. Mechanisms established and functioning for detecting and responding to radiological and nuclear emergencies	3	"Technical guidelines or SOPs are developed, evaluated and updated for the management of radiation emergencies (including risk assessment, reporting, event confirmation and notification, and investigation)"
JEE3.RE1.4	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE1. Mechanisms established and functioning for detecting and responding to radiological and nuclear emergencies	4	Systematic information exchange between competent radiological authorities and human health surveillance units about urgent radiological events and potential risks that may constitute a PHEIC is ensured
JEE3.RE1.5	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE1. Mechanisms established and functioning for detecting and responding to radiological and nuclear emergencies	5	Mechanism is in place to access health facilities with capacity to manage patients of radiation emergencies
JEE3.RE2.1	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE2. Enabling environment in place for management of radiological and nuclear emergencies	1	No coordination and communication mechanism are organized between national authorities responsible for radiological and nuclear events with health ministry and/or National IHR Focal Point
JEE3.RE2.2	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE2. Enabling environment in place for management of radiological and nuclear emergencies	2	National authorities responsible for radiological and nuclear events have a designated focal point for coordination and communication with the health ministry and/or National IHR Focal Point
JEE3.RE2.3	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE2. Enabling environment in place for management of radiological and nuclear emergencies	3	"A radiation emergency response plan exists (could be part of the national emergency response plan) and national policies, strategies or plans for national and international transport of radioactive materials, samples and waste management including those from hospitals and medical services are established"
JEE3.RE2.4	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE2. Enabling environment in place for management of radiological and nuclear emergencies	4	Functional coordination and communication mechanisms exist between relevant national competent authorities responsible for nuclear regulatory control/safety and relevant sectors
JEE3.RE2.5	JEE (3.0)	IHR Related Hazards and Points of Entry and Border Health	RE: Radiation Emergencies	RE2. Enabling environment in place for management of radiological and nuclear emergencies	5	"Radiation emergency response drills and other exercises carried out regularly, including the requesting of international assistance (as needed) and international notification"
SPAR2.C4.3.	SPAR (2.0)	Detect	C4. Laboratory	C4.3. Laboratory quality system	5	"National quality standards are implemented at all level including mandatory licensing of all laboratories in conformity with international quality standard and exercised, reviewed, evaluated and updated on a regular basis, as applicable"
SPAR2.C4.4.	SPAR (2.0)	Detect	C4. Laboratory	C4.4. Laboratory testing capacity modalities	1	Laboratory system can support one or two testing modalities such as rapid diagnostic testing (antigen and antibody) and microscopy services for pathogen detection
SPAR2.C4.4.	SPAR (2.0)	Detect	C4. Laboratory	C4.4. Laboratory testing capacity modalities	2	"Laboratory system can support testing modalities including serological tests (i.e., antigen and antibody enzyme immunoassays) and quality assurance process is in place"
SPAR2.C4.4.	SPAR (2.0)	Detect	C4. Laboratory	C4.4. Laboratory testing capacity modalities	3	"Laboratory system can perform nucleic acid amplification testing, bacterial culture with antimicrobial sensitivity testing with quality assurance process in place and have access to (or has) sequencing capacity"
SPAR2.C4.4.	SPAR (2.0)	Detect	C4. Laboratory	C4.4. Laboratory testing capacity modalities	4	"Laboratory system can perform nucleic acid amplification testing, bacterial culture with antimicrobial sensitivity testing with quality assurance process in place and has some basic sequencing capacity and country has ability to test for all its endemic diseases and its priority diseases"
SPAR2.C4.4.	SPAR (2.0)	Detect	C4. Laboratory	C4.4. Laboratory testing capacity modalities	5	"Laboratory system can perform in all capacities including access to whole genome sequencing; identification of unknown and high consequence pathogens and has access to viral culture. Laboratory networks configured to support all diagnostic services that are integrated are sustainable, with maximum population coverage, and exercised, reviewed, evaluated and updated on a regular basis as applicable"
SPAR2.C4.5.	SPAR (2.0)	Detect	C4. Laboratory	C4.5. Effective national diagnostic network	1	Tier-specific diagnostic testing strategies are not available or under development.
SPAR2.C4.5.	SPAR (2.0)	Detect	C4. Laboratory	C4.5. Effective national diagnostic network	2	Tier-specific diagnostic testing strategies are developed.
SPAR2.C4.5.	SPAR (2.0)	Detect	C4. Laboratory	C4.5. Effective national diagnostic network	3	"Tier-specific diagnostic testing strategies exist, but not fully implemented."
SPAR2.C4.5.	SPAR (2.0)	Detect	C4. Laboratory	C4.5. Effective national diagnostic network	4	Tier-specific diagnostic testing strategies are being implemented at national level.
SPAR2.C4.5.	SPAR (2.0)	Detect	C4. Laboratory	C4.5. Effective national diagnostic network	5	"Tier-specific diagnostic testing strategies are being implemented at national, intermediate and local levels, and exercised, reviewed, evaluated, and updated on a regular basis, as applicable."
SPAR2.C5.1.	SPAR (2.0)	Detect	C5. Surveillance	C5.1. Early warning surveillance function	1	National guidelines and/or SOPs for surveillance are not available or under development
SPAR2.C5.1.	SPAR (2.0)	Detect	C5. Surveillance	C5.1. Early warning surveillance function	2	National guidelines and/or SOPs for surveillance have been developed but not implemented. The surveillance system is functioning but lacks systematic immediate reporting or weekly reporting of events and/ or data
SPAR2.C5.1.	SPAR (2.0)	Detect	C5. Surveillance	C5.1. Early warning surveillance function	3	National guidelines and/or SOPs for surveillance have been developed and are being implemented at the national level and provides immediate and weekly reporting of events and/or data
SPAR2.C5.1.	SPAR (2.0)	Detect	C5. Surveillance	C5.1. Early warning surveillance function	4	National guidelines and/or SOPs for surveillance have been developed and are being implemented at the national and intermediate levels and provides immediate and weekly reporting of events and/or data
SPAR2.C5.1.	SPAR (2.0)	Detect	C5. Surveillance	C5.1. Early warning surveillance function	5	"National guidelines and/or SOPs for surveillance have been developed and implemented at national, intermediate and local levels; and the system is exercised (as applicable), reviewed, evaluated and updated on a regular basis, with improvement at all levels in the country"
SPAR2.C5.2.	SPAR (2.0)	Detect	C5. Surveillance	C5.2. Event management	1	Process or mechanisms for managing detected events is not available or under development
SPAR2.C5.2.	SPAR (2.0)	Detect	C5. Surveillance	C5.2. Event management	2	Process or mechanisms for managing detected events has been developed but not implemented
SPAR2.C5.2.	SPAR (2.0)	Detect	C5. Surveillance	C5.2. Event management	3	Process or mechanisms for managing detected events has been developed and is being implemented at the national level
SPAR2.C5.2.	SPAR (2.0)	Detect	C5. Surveillance	C5.2. Event management	4	Process or mechanisms for managing detected events has been developed and is being implemented at the national and intermediate levels
SPAR2.C5.2.	SPAR (2.0)	Detect	C5. Surveillance	C5.2. Event management	5	"Process or mechanisms for managing detected events is being implemented at national, intermediate and local levels, and exercised (as applicable), reviewed, evaluated and updated on a regular basis"
SPAR2.C6.1.	SPAR (2.0)	Detect	C6. Human resources	C6.1. Human resources for implementation of IHR	1	"Country does not have appropriate human resources capacity in relevant sectors required, to detect, assess, notify, report and respond to events according to IHR provisions"
SPAR2.C6.1.	SPAR (2.0)	Detect	C6. Human resources	C6.1. Human resources for implementation of IHR	2	"Appropriate human resources are available in relevant sectors at national level, to detect, assess, notify, report and respond to events according to IHR provisions"
SPAR2.C6.1.	SPAR (2.0)	Detect	C6. Human resources	C6.1. Human resources for implementation of IHR	3	"Appropriate human resources are available in all relevant sectors at national and intermediate levels, to detect, assess, notify, report and respond to events according to IHR provisions"
SPAR2.C6.1.	SPAR (2.0)	Detect	C6. Human resources	C6.1. Human resources for implementation of IHR	4	"Human resources are available as required in all relevant sectors at the national, intermediate and local levels, to detect, assess, notify, report and respond to events according to IHR provisions"
