line_item_id	jee3_metric_score_id	spar2_metric_score_id	hepr_metric_score_id	requirement	action	unit_cost	unit	description	administrative_level	global_health_emergency_corps_level	cost_type	custom_multiplier_1	custom_multiplier_1_units	custom_multiplier_2	custom_multiplier_2_units	relevant_references	optional_cost	notes_assumptions
33f77be7-1b94-4621-8a9c-a3443deda164	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	Develop training implementation plan for second level of field epidemiology training program	Meeting - Medium	per year	Public meeting to solicit feedback on training implementation plan for field epidemiology training program	National	National public health and emergency workforce	One-time	2	days				TRUE	"Noted as ""optional cost"" given that program could be held in ""another country through an existing agreement"""
80d778c0-a468-4219-a505-8f6adcf973cd	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	National-level field epidemiology training program implementation	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for full-time program manager for the national field epidemiology  training program	National	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0; US Department of Health and Human Services. (2006). Field Epidemiology Training Program Development Handbook. https://www.cdc.gov/globalhealth/healthprotection/fetp/pdf/fetp_development_handbook_508.pdf 	TRUE	"Noted as ""optional cost"" given that program could be held in ""another country through an existing agreement"""
293b4873-7b79-4ac8-99ce-e762cd02e8e0	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	National-level field epidemiology training program implementation	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for 4 half-time technical experts to lead trainings as part of national field epidemiology training program	National	National public health and emergency workforce	Recurring	4	trainers	0.5	time	JEE 3.0; US Department of Health and Human Services. (2006). Field Epidemiology Training Program Development Handbook. https://www.cdc.gov/globalhealth/healthprotection/fetp/pdf/fetp_development_handbook_508.pdf 	TRUE	"US HHS document references need for technical expertise of trainers in a broad range of areas; Noted as ""optional cost"" given that program could be held in ""another country through an existing agreement"""
1e1df5a8-d507-40e3-b047-dda35c3ced9c	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	National-level field epidemiology training program implementation	Annual salary 1 (low) plus overhead (60.0%)	per year	Salary support for full-time administrative assistant for the national field epidemiology  training program	National	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0; US Department of Health and Human Services. (2006). Field Epidemiology Training Program Development Handbook. https://www.cdc.gov/globalhealth/healthprotection/fetp/pdf/fetp_development_handbook_508.pdf 	TRUE	"Noted as ""optional cost"" given that program could be held in ""another country through an existing agreement"""
3000eb24-f01c-48ad-b4a3-15242630e54c	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	National-level field epidemiology training program implementation	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for field supervisor for national field epidemiology training program	National	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0; US Department of Health and Human Services. (2006). Field Epidemiology Training Program Development Handbook. https://www.cdc.gov/globalhealth/healthprotection/fetp/pdf/fetp_development_handbook_508.pdf 	TRUE	"Noted as ""optional cost"" given that program could be held in ""another country through an existing agreement"""
e54abb83-d2ca-41dd-b17d-69d28e1171c0	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	National-level field epidemiology training program implementation	Epidemiology training consumables	per year	Consumable materials used for training in field epidemiology training program (assume 10 students/cadre)	National	National public health and emergency workforce	Recurring	10	students			JEE 3.0; US Department of Health and Human Services. (2006). Field Epidemiology Training Program Development Handbook. https://www.cdc.gov/globalhealth/healthprotection/fetp/pdf/fetp_development_handbook_508.pdf 	FALSE	"US HHS Field Epidemiology Training Program Development Handbook notes that the size of FETP classes may vary, but that ""Initially, the maximum recommended program enrollment is five trainees for each class, which means a total of up to ten trainees in the program once the second class starts. This relatively small size ensures that the trainees get adequate supervision and mentoring."" The tool assumes a recurring cost of 10 traineers/year; Note that this is NOT noted as an as ""optional cost"" given that we assume countries support direct student costs even if the FETP program is held based on agreement with neighboring countries"
f54abb83-d2ca-41dd-b17d-69d28e1171c0	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	National-level field epidemiology training program implementation	Vehicle	per vehicle	All-purpose vehicle available so support  field epidemiology training program implementation	National	National public health and emergency workforce	One-time	1	vehicle			JEE 3.0; US Department of Health and Human Services. (2006). Field Epidemiology Training Program Development Handbook. https://www.cdc.gov/globalhealth/healthprotection/fetp/pdf/fetp_development_handbook_508.pdf 	FALSE	"US HHS Field Epidemiology Training Program Development Handbook notes that the size of FETP classes may vary, but that ""Initially, the maximum recommended program enrollment is five trainees for each class, which means a total of up to ten trainees in the program once the second class starts. This relatively small size ensures that the trainees get adequate supervision and mentoring."" The tool assumes a recurring cost of 10 traineers/year; Note that this is NOT noted as an as ""optional cost"" given that we assume countries support direct student costs even if the FETP program is held based on agreement with neighboring countries"
f54abb83-d2ca-41oo-b17d-69d28e1171c0	JEE3.D3.3.4	NA	NA	"Two levels of field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme are in place"	National-level field epidemiology training program implementation	Standard software license	per license	"Software licenses for use in FETP training program (10 for participants, 5 floating licenses and/or licenses for instructors)"	National	National public health and emergency workforce	Recurring	10	licenses			JEE 3.0	FALSE	
29f9b58f-3fbf-4e83-9c8f-1c7cd3f5c5e4	JEE3.D3.4.2	NA	NA	Conduct gap analysis of required surge health workforce for emergencies	HR specialist to conduct gap analysis of required surge health workforce for emergencies	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for HR specialist to conduct gap analysis of required surge health workforce for emergencies	National	National public health and emergency workforce	One-time	1	FTE			JEE 3.0	FALSE	
39f9b58f-3fbf-4e83-9c8f-1c7cd3f5c5e4	JEE3.D3.4.2	NA	NA	Conduct gap analysis of required surge health workforce for emergencies	HR specialist to conduct gap analysis of required surge health workforce for emergencies	Standard software license	per year	Basic data entry and/or analysis software for use by HR specialist to conduct gap analysis of required surge health workforce for emergencies	National	National public health and emergency workforce	One-time	1	license			JEE 3.0	FALSE	
f9468123-1179-4018-a6ad-a02eb208f64a	JEE3.D3.4.2	NA	NA	Conduct gap analysis of required surge health workforce for emergencies	Public meetings and stakeholder workshops to solicit feedback on gap analysis of required surge health workforce for emergencies	Meeting - Medium	per day	"Public meetings and stakeholder workshops to solicit feedback on gap analysis of required surge health workforce for emergencies (two, two-day meetings)"	National	National public health and emergency workforce	One-time	2	meetings	2	days	JEE 3.0	FALSE	
3c90b01c-ef3c-48ab-8b3d-b67a168e33dd	JEE3.D3.4.2	NA	NA	Conduct gap analysis of required surge health workforce for emergencies	National expert to draft national multisectoral workforce surge strategic plan	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for full-time national expert to draft and maintain national multisectoral workforce surge strategic plan	National	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0	FALSE	
0bdad9b6-14c9-45ff-a831-c22bd13bb315	JEE3.D3.4.3	NA	NA	Conduct gap analysis of required laboratory workforce for emergencies	HR specialist to conduct gap analysis of required surge laboratory workforce for emergencies	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for HR specialist to conduct gap analysis of required surge laboratory workforce for emergencies	National	National public health and emergency workforce	One-time	0.5	FTE			JEE 3.0	FALSE	"Technical question: ""Does the surge personnel system include other sectors (chemicals, radiation, animal health) or do separate systems exist?"""
1bdad9b6-14c9-45ff-a831-c22bd13bb315	JEE3.D3.4.3	NA	NA	Conduct gap analysis of required laboratory workforce for emergencies	HR specialist to conduct gap analysis of required surge laboratory workforce for emergencies	Standard software license	per year	Basic data entry and/or analysis software for use by HR specialist to conduct gap analysis of required surge laboratory workforce for emergencies	National	National public health and emergency workforce	One-time	1	license			JEE 3.0	FALSE	"Technical question: ""Does the surge personnel system include other sectors (chemicals, radiation, animal health) or do separate systems exist?"""
0e45ef35-5cfa-4e01-8999-c4db234c0f83	JEE3.D3.4.3	NA	NA	Conduct gap analysis of required laboratory workforce for emergencies	Public meetings and stakeholder workshops to solicit feedback on gap analysis of required surge laboratory workforce for emergencies	Meeting - Medium	per day	"Public meetings and stakeholder workshops to solicit feedback on gap analysis of required surge laboratory workforce for emergencies (two, two-day meetings)"	National	National public health and emergency workforce	One-time	2	meetings	2	days	JEE 3.0	FALSE	
bd0adc5a-788c-4932-a16f-ba2f415a4626	JEE3.D3.4.3	NA	NA	Conduct gap analysis of required animal health workforce for emergencies	HR specialist to conduct gap analysis of required surge animal health workforce for emergencies	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for HR specialist to conduct gap analysis of required surge animal health workforce for emergencies	National	National public health and emergency workforce	One-time	0.5	FTE			JEE 3.0	FALSE	"Technical question: ""Does the surge personnel system include other sectors (chemicals, radiation, animal health) or do separate systems exist?"""
cd0adc5a-788c-4932-a16f-ba2f415a4626	JEE3.D3.4.3	NA	NA	Conduct gap analysis of required animal health workforce for emergencies	HR specialist to conduct gap analysis of required surge animal health workforce for emergencies	Standard software license	per year	Basic data entry and/or analysis software for use by HR specialist to conduct gap analysis of required surge animal health workforce for emergencies	National	National public health and emergency workforce	One-time	1	license			JEE 3.0	FALSE	
a8d7b26e-06c3-468a-9399-b36711ababba	JEE3.D3.4.3	NA	NA	Conduct gap analysis of required animal health workforce for emergencies	Public meetings and stakeholder workshops to solicit feedback on gap analysis of required surge animal health workforce for emergencies	Meeting - Medium	per day	"Public meetings and stakeholder workshops to solicit feedback on gap analysis of required surge animal health workforce for emergencies (two, two-day meetings)"	National	National public health and emergency workforce	One-time	2	meetings	2	days	JEE 3.0	FALSE	
ee62f2b4-6c08-4867-ad90-bff2e5d7ac99	JEE3.D3.4.3	SPAR2.C6.2.2	NA	Maintain national multisectoral workforce surge strategic plan 	National expert to draft and maintain national multisectoral workforce surge strategic plan 	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for full-time national expert to draft and maintain national multisectoral workforce surge strategic plan 	National	Interoperable surge deployment	Recurring	1	FTE			JEE 3.0	FALSE	"In addition to health-specific expert costed for a score of '2', assume this FTE would be focused primarily on lab and animal health capacity for a total of 2 FTE to maintain plan at a score of '3'"
4a02a524-1e23-4f72-b8b3-2c1315165394	JEE3.D3.4.3	SPAR2.C6.2.2	NA	Maintain national multisectoral workforce surge strategic plan 	Workshop to review and provide expert feedback on national multisectoral workforce surge strategic plan 	Meeting - Medium	per day	"Two, two-day, annual meetings for subject matter experts review and provide expert feedback on national multisectoral workforce surge strategic plan, workshop should review and incorporate feedback across sectors, including animal health experts, chemical and radiological response experts, and others"	National	Interoperable surge deployment	Recurring	2	day	2	meetings	JEE 3.0	FALSE	"In addition to health-specific expert costed for a score of '2', assume this FTE would be focused primarily on lab and animal health capacity for a total of 2 FTE to maintain plan at a score of '3'"
bfed9915-151a-4818-9581-6d5b24529b36	JEE3.D3.4.3	SPAR2.C6.2.2	NA	Manage relationships with nongovernmental partners 	HR expert to coordinate with nongovernmental partners on plans for workforce surge capacity 	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for an HR expert to coordinate with nongovernmental partners on plans for workforce surge capacity 	National	Interoperable surge deployment	Recurring	0.5	FTE			JEE 3.0	FALSE	
b9579359-e056-4ccb-94a2-759aef2d6263	JEE3.D3.4.4	SPAR2.C6.2.4	NA	Maintain intermediate multisectoral workforce surge strategic plan 	"Intermediate expert to draft and maintain intermediate multisectoral workforce surge strategic plan, in coordination with national plan"	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for full-time intermediate expert to draft and maintain intermediate multisectoral workforce surge strategic plan 	Intermediate	Interoperable surge deployment	Recurring	1	FTE			JEE 3.0	FALSE	"In addition to health-specific expert costed for a score of '2', assume this FTE would be focused primarily on lab and animal health capacity for a total of 2 FTE to maintain plan at a score of '3'"
051ec9d3-e9cc-422d-98a3-baa675985204	JEE3.D3.4.4	SPAR2.C6.2.4	NA	Maintain intermediate multisectoral workforce surge strategic plan 	Workshop to review and provide expert feedback on intermediate multisectoral workforce surge strategic plans	Meeting - Medium	per day	"One, two-day, annual meetings for subject matter experts review and provide expert feedback on intermediate multisectoral workforce surge strategic plan "	Intermediate	Interoperable surge deployment	Recurring	2	day			JEE 3.0	FALSE	"In addition to health-specific expert costed for a score of '2', assume this FTE would be focused primarily on lab and animal health capacity for a total of 2 FTE to maintain plan at a score of '3'"
b0d33410-4964-4556-b439-8b40b7507269	JEE3.D3.4.4	NA	NA	"Relevant agreements, licensure considerations, and MOUs to enable multidisciplinary personnel to shift tasks as needed during an emergency "	"HR and legal subject matter experts to draft and maintain relevant agreements, licensure considerations, and MOUs to enable multidisciplinary personnel to shift tasks as needed during an emergency "	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for part-time (0.5) HR and legal SMEs to draft relevant agreements, licensure considerations, MOUs, and policy documents (e.g. including overtime policies, insurance) needed to enable task shifting"	National	Interoperable surge deployment	Recurring	0.5	FTE	2	employees	JEE 3.0	FALSE	"Technical question ""Does the country have a policy for surge staffing for public health emergency response? Does the policy cover staff welfare, including overtime, insurance, etc.?"""
3c6275ef-1418-483f-b9b9-2b881a80b3ba	JEE3.D3.4.4	SPAR2.C6.2.3	NA	Maintain training procedures and materials to orient received personnel	HR and technical subject matter experts to draft and maintain relevant training procedures and materials to orient received personnel	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for part-time (0.5) HR and technical SMEs to draft informational and training materials necessary to enable task shifting	National	Interoperable surge deployment	Recurring	0.5	FTE	2	employees	JEE 3.0	FALSE	
d535bd84-8721-40ed-8f84-fa8f1e94d809	JEE3.D3.4.4	SPAR2.C6.2.3	NA	Maintain training procedures and materials to orient personnel sent to support other countries or organizations	HR and technical subject matter experts to draft and maintain relevant training procedures and materials to orient personnel sent to support other countries or organizations	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for part-time (0.5) HR and technical SMEs to draft informational and training materials necessary to enable task shifting	National	Interoperable surge deployment	Recurring	0.5	FTE	2	employees	JEE 3.0	FALSE	
f0f84891-f6f3-4747-8453-b3b73ea69099	JEE3.R1.1.2	NA	HEPR.CS1.1.3	Conduct national multihazard risk assessment 	"Salary support for risk assessment professionals to conduct a national multihazard risk assessment, coordinating with SMEs from across domains and regions"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a qualitative research expert to support a national multihazard risk assessment and engage with local communities (e.g., descriptive methodologies, community mapping),  coordinating with SMEs from across domains and regions"	National	Health emergency corps	One-time	1	FTE			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
6c4a108d-9a72-4096-9da0-86a2ac8af9bd	JEE3.R1.1.2	NA	HEPR.CS1.1.3	Conduct national multihazard risk assessment 	"Salary support for risk assessment professionals to conduct a national multihazard risk assessment, coordinating with SMEs from across domains and regions"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a quantitative research expert to support a national multihazard risk assessment (e.g., risk index methods, probabilistic techniques and statistical models), coordinating with SMEs from across domains and regions"	National	Health emergency corps	One-time	1	FTE			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
115b43c4-2cc9-4c9f-95aa-690145941cdb	JEE3.R1.1.2	NA	HEPR.CS1.1.3	Conduct national multihazard risk assessment 	Analysis software license for use by risk assessment professionals	Specialized computer software license	per year	Analysis software license for use by risk assessment professionals (1 license/professional)	National	None	One-time	2	licenses			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
8017a67f-744a-44e3-a283-7e6cd0707f7e	JEE3.R1.1.2	NA	HEPR.CS1.1.3	Conduct national multihazard risk assessment 	Vehicles for use by risk assessment professionals	Vehicle	per vehicle	Vehicle for use by risk assessment professionals	National	None	One-time	2	licenses			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
b3d95f5a-9a2a-4797-8a4a-e00391eb8130	JEE3.R1.1.2	NA	HEPR.CS1.1.3	Conduct national multihazard risk assessment 	Subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis (1 expert/intermediate area, 1 month effort)"	Intermediate	Health emergency corps	One-time	0.083	FTE			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
11a70b5d-0d07-4292-ae16-dcc0b022e453	JEE3.R1.1.2	NA	HEPR.CS1.1.3	Conduct national multihazard risk assessment 	Subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis (1 expert from each of 10 risk domains)	National	Health emergency corps	One-time	0.083	FTE	10	SMEs	"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
863312e3-4fc5-43a0-aa0a-329581e65908	JEE3.R1.1.2	NA	NA	Develop national all hazards risk profile	Salary support to develop a national all hazards risk profile on the basis of multihazard risk assessment	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for two national experts to develop a national all hazards risk profile on the basis of multihazard risk assessment	National	Health emergency corps	One-time	2	FTE			JEE 3.0	FALSE	
1416b63d-4b31-4310-a813-c4578e7407f1	JEE3.R1.1.2	NA	NA	Develop national all hazards risk profile	Workshops to solicit expert feedback on national all hazards risk profile on the basis of multihazard risk assessment	Meeting - Medium	per day	"Two, two-day workshops to solicit expert feedback on national all hazards risk profile on the basis of multihazard risk assessment"	National	Health emergency corps	One-time	2	workshops	2	days	JEE 3.0	FALSE	
c14d6857-785f-4a08-9e07-dfb17f0fec52	JEE3.R1.1.2	NA	NA	Identify national risk priorities 	Salary support to collaborate with key national-level stakeholders to identify and socialize national risk priorities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a national expert to collaborate with key national-level stakeholders to identify and socialize national risk priorities	National	Health emergency corps	One-time	0.5	FTE			JEE 3.0	FALSE	
edf6072f-b6d3-425f-b229-e8e8a0c6afc3	JEE3.R1.1.2	NA	NA	Identify national risk priorities 	Workshops to solicit expert feedback on national risk priorities	Meeting - Medium	per day	"Two, two-day workshops to solicit expert feedback on national risk priorities"	National	Health emergency corps	One-time	2	workshops	2	days	JEE 3.0	FALSE	
bfce0cf0-3b80-4d96-8237-b2e9da34ffb6	JEE3.R1.1.2	NA	NA	Identify national risk priorities 	Public meetings and community workshops to solicit community feedback on national risk priorities	Meeting - Medium	per day	"One, two-day workshop per intermediate area to solicit expert feedback on national risk priorities"	Intermediate	Health emergency corps	One-time	1	workshop	2	days	JEE 3.0	FALSE	
ea2a87e2-aa84-4eb0-9386-1e83ebf1149d	JEE3.R1.1.3	NA	HEPR.CS1.1.4	Maintain and update national all hazards risk profile	National expert to maintain and update national all hazards risk profile on the basis of multihazard risk assessment	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support to maintain and update national all hazards risk profile	National	Health emergency corps	Recurring	0.5	FTE			JEE 3.0	FALSE	
5fa00270-98ee-4bb8-913e-d1ece3cde106	JEE3.R1.1.3	NA	HEPR.CS1.1.4	Conduct routine national multihazard risk assessments	"Salary support for risk assessment professionals to conduct a national multihazard risk assessment, coordinating with SMEs from across domains and regions"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a qualitative research expert to support a national multihazard risk assessment and engage with local communities (e.g., descriptive methodologies, community mapping),  coordinating with SMEs from across domains and regions"	National	Health emergency corps	Recurring	1	FTE			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
b40e5619-da23-4f2b-94e4-03920222a76a	JEE3.R1.1.3	NA	HEPR.CS1.1.4	Conduct routine national multihazard risk assessments	"Salary support for risk assessment professionals to conduct a national multihazard risk assessment, coordinating with SMEs from across domains and regions"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a quantitative research expert to support a national multihazard risk assessment (e.g., risk index methods, probabilistic techniques and statistical models), coordinating with SMEs from across domains and regions"	National	Health emergency corps	Recurring	1	FTE			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
b4d756ea-aa25-4928-ad3b-f28573af5c12	JEE3.R1.1.3	NA	HEPR.CS1.1.4	Conduct routine national multihazard risk assessments	Analysis software license for use by risk assessment professionals	Specialized computer software license	per year	Analysis software license for use by risk assessment professionals (1 license/professional)	National	None	Recurring	2	licenses			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
c2584984-f8b1-434b-95b1-fa43fd93980a	JEE3.R1.1.3	NA	HEPR.CS1.1.4	Conduct routine national multihazard risk assessments	Vehicles for use by risk assessment professionals	Vehicle	per vehicle	Vehicle for use by risk assessment professionals	National	None	Recurring	2	licenses			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
314e4262-c3f3-4002-b82e-6849daf8f308	JEE3.R1.1.3	NA	HEPR.CS1.1.4	Conduct routine national multihazard risk assessments	Subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis (1 expert/intermediate area, 1 month effort)"	Intermediate	Health emergency corps	Recurring	0.083	FTE			"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	
8fbf5ad5-2581-48a5-bee5-829e7b3d2706	JEE3.R1.1.3	NA	HEPR.CS1.1.4	Conduct routine national multihazard risk assessments	Subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for subject matter experts to provide feedback on national multihazard risk assessment on an as-needed basis (1 expert from each of 20 sectors)	National	Health emergency corps	Recurring	0.083	FTE	20	SMEs	"JEE 3.0; Multi-Hazard Risk Analysis Methodologies. (2021). Anticipation Hub. Retrieved October 26, 2022, from https://www.anticipation-hub.org/news/multi-hazard-risk-analysis-methodologies"	FALSE	"JEE footnotes: Relevant sectors, including human health, animal health, agriculture, disaster management, food safety, livestock, fisheries, trade, international transport/PoEs, emergency services, environment, finance, chemical safety, radiation safety, labour, education, foreign affairs, civil society and other sectors. (Rounded up to assume 20 sectors including ""others"")"
ddfe1419-c0b7-461c-8537-683eb93d8049	JEE3.R1.1.4	NA	NA	Maintain readiness and/or contingency plans	Risk mitigation professional to maintain readiness and/or contingency plans at the national level	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a risk mitigation professional to maintain readiness and/or contingency plans at the national level	National	Health emergency corps	Recurring	1	FTE			JEE 3.0	FALSE	"footnote: Contingency plans for specific hazards scenarios, define and organize actions that would need to be taken during the first phase of an emergency as well as those actions that need to be immediately initiated to ensure 1) countries can mitigate the impact of these identified risks as well as 2) countries have systems, procedures and resources in place to swiftly respond should these risks become emergencies. Contingency plans are linked with all hazards emergency response plans and need to be tested (for validation)."
5502404f-74c7-495f-b9f0-87b347b20e4e	JEE3.R1.1.4	NA	NA	Maintain readiness and/or contingency plans	Risk mitigation professional to maintain readiness and/or contingency plans at the intermediate levels	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a risk mitigation professional to maintain readiness and/or contingency plans at the intermediate levels	Intermediate	Health emergency corps	Recurring	1	FTE			JEE 3.0	FALSE	"footnote: Contingency plans for specific hazards scenarios, define and organize actions that would need to be taken during the first phase of an emergency as well as those actions that need to be immediately initiated to ensure 1) countries can mitigate the impact of these identified risks as well as 2) countries have systems, procedures and resources in place to swiftly respond should these risks become emergencies. Contingency plans are linked with all hazards emergency response plans and need to be tested (for validation)."
a5bb9db2-ffcc-43e8-90c1-a0bd36e79ae7	JEE3.R1.1.4	NA	HEPR.CS1.1.4	Manage national and subnational risk data	"Dedicated team of data engineers, analysts, and geospatial experts to manage national and subnational risk data collected and generated during risk assessments"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a dedicated team of data engineers (2), analysts (1), and geospatial experts (1) to manage national and subnational risk data collected and generated during risk assessments"	National	Health emergency corps	Recurring	4	FTE			JEE 3.0	FALSE	"footnote: Contingency plans for specific hazards scenarios, define and organize actions that would need to be taken during the first phase of an emergency as well as those actions that need to be immediately initiated to ensure 1) countries can mitigate the impact of these identified risks as well as 2) countries have systems, procedures and resources in place to swiftly respond should these risks become emergencies. Contingency plans are linked with all hazards emergency response plans and need to be tested (for validation)."
b40d5e93-742b-4540-a010-ac7c52c4c19d	JEE3.R1.1.4	NA	HEPR.CS1.1.4	Manage national and subnational risk data	"Dedicated team of data engineers, analysts, and geospatial experts to manage national and subnational risk data collected and generated during risk assessments"	Specialized computer software license	per year	"Software for a dedicated team of data engineers (2), analysts (1), and geospatial experts (1) to manage national and subnational risk data collected and generated during risk assessments"	National	Health emergency corps	Recurring	4	licenses			JEE 3.0	FALSE	"footnote: Contingency plans for specific hazards scenarios, define and organize actions that would need to be taken during the first phase of an emergency as well as those actions that need to be immediately initiated to ensure 1) countries can mitigate the impact of these identified risks as well as 2) countries have systems, procedures and resources in place to swiftly respond should these risks become emergencies. Contingency plans are linked with all hazards emergency response plans and need to be tested (for validation)."
0eadb965-3da8-4f1b-875f-58fa5990a8f7	JEE3.R1.1.4	NA	HEPR.CS1.1.4	Manage national and subnational risk data	"Dedicated team of data engineers, analysts, and geospatial experts to manage national and subnational risk data collected and generated during risk assessments"	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for one data engineer and one analyst with geospatial modeling experience to help manage and share data collected during intermediate area risk assessments	Intermediate	Health emergency corps	Recurring	2	FTE			JEE 3.0	FALSE	"footnote: Contingency plans for specific hazards scenarios, define and organize actions that would need to be taken during the first phase of an emergency as well as those actions that need to be immediately initiated to ensure 1) countries can mitigate the impact of these identified risks as well as 2) countries have systems, procedures and resources in place to swiftly respond should these risks become emergencies. Contingency plans are linked with all hazards emergency response plans and need to be tested (for validation)."
